index,0,1,2,3,4,5,6,7,label
9145,41,1.2747696734441092,0.5609756097560976,37.19512195121951,0.024390243902439025,0.5609756097560976,0.3170731707317073,0.024390243902439025,0
824,157,0.7608700334145257,0.29936305732484075,28.659235668789808,0.006369426751592357,0.31210191082802546,0.445859872611465,0.01910828025477707,0
6416,40,1.3017958710946334,0.65,36.7125,0.025,0.65,0.2,0.025,0
4376,147,0.8234111235207217,0.2925170068027211,29.357142857142858,0.006802721088435374,0.30612244897959184,0.43537414965986393,0.02040816326530612,0
2877,117,1.2665504416684887,0.3333333333333333,36.52564102564103,0.008547008547008548,0.3504273504273504,0.42735042735042733,0.02564102564102564,0
1616,129,1.1221367714285362,0.2713178294573643,34.86046511627907,0.007751937984496124,0.2868217054263566,0.4496124031007752,0.023255813953488372,0
874,140,0.8388531422433606,0.30714285714285716,29.82857142857143,0.007142857142857143,0.32142857142857145,0.4357142857142857,0.02142857142857143,0
5761,39,1.736017742476374,0.5897435897435898,44.11538461538461,0.02564102564102564,0.5897435897435898,0.2564102564102564,0.02564102564102564,0
9674,163,1.0225028788389614,0.4049079754601227,32.6319018404908,0.006134969325153374,0.4171779141104294,0.4110429447852761,0.018404907975460124,0
6975,114,0.899990202881904,0.3333333333333333,31.00438596491228,0.008771929824561403,0.2719298245614035,0.43859649122807015,0.02631578947368421,0
6622,138,0.747179466578106,0.34782608695652173,28.641304347826086,0.007246376811594203,0.36231884057971014,0.427536231884058,0.021739130434782608,0
7027,37,0.9266974368234137,0.5945945945945946,30.675675675675677,0.02702702702702703,0.5945945945945946,0.24324324324324326,0.02702702702702703,0
4716,128,1.1567395854541156,0.3046875,35.37109375,0.0078125,0.3203125,0.3984375,0.0234375,0
8509,128,1.1080158941494396,0.3046875,34.8203125,0.0078125,0.28125,0.4609375,0.0234375,0
8879,40,1.7409185887529681,0.575,43.7125,0.025,0.575,0.275,0.025,0
3828,140,1.0350304825083545,0.3357142857142857,32.675,0.007142857142857143,0.35,0.40714285714285714,0.02142857142857143,0
68,133,0.9758349408857868,0.2781954887218045,32.17669172932331,0.007518796992481203,0.2857142857142857,0.45112781954887216,0.022556390977443608,0
3453,122,1.1577151318459549,0.3360655737704918,34.454918032786885,0.00819672131147541,0.3524590163934426,0.3524590163934426,0.02459016393442623,0
8753,143,1.053442315477925,0.32867132867132864,33.39510489510489,0.006993006993006993,0.34265734265734266,0.43356643356643354,0.02097902097902098,0
133,132,0.861375743774883,0.3333333333333333,30.185606060606062,0.007575757575757576,0.3484848484848485,0.44696969696969696,0.022727272727272728,0
8391,147,0.8552789335136075,0.3401360544217687,29.982993197278912,0.006802721088435374,0.3129251700680272,0.4557823129251701,0.02040816326530612,0
7588,123,0.7806254489453345,0.3170731707317073,28.422764227642276,0.008130081300813009,0.3333333333333333,0.5040650406504065,0.024390243902439025,0
9541,207,0.8340051517280455,0.37681159420289856,30.690821256038646,0.004830917874396135,0.2222222222222222,0.4927536231884058,0.01932367149758454,0
8575,42,1.3592561911755388,0.5476190476190477,39.023809523809526,0.023809523809523808,0.5476190476190477,0.30952380952380953,0.023809523809523808,0
8630,120,0.896676191021199,0.3,30.9375,0.008333333333333333,0.275,0.4666666666666667,0.025,0
1379,145,0.9831355938517118,0.3724137931034483,32.775862068965516,0.006896551724137931,0.38620689655172413,0.3724137931034483,0.020689655172413793,0
6042,37,1.5861143976736563,0.6486486486486487,40.472972972972975,0.02702702702702703,0.6486486486486487,0.1891891891891892,0.02702702702702703,0
