,type,wg_size,attempt,wg_idx,true_val,exec_time,makespan,peak_resource_usage
69,our,30,0,34,59,128.41219782829285,59,63
70,basic,30,0,35,45,128.58437299728394,45,70
71,our,30,0,35,45,129.36535453796387,45,70
72,basic,30,0,36,56,128.17305374145508,56,66
73,our,30,0,36,56,90.52744340896606,56,66
74,basic,30,0,37,55,72.74172282218933,55,70
75,our,30,0,37,55,73.27882885932922,55,70
76,basic,30,0,38,38,73.79469609260559,38,66
77,our,30,0,38,38,73.99704337120056,38,66
78,basic,30,0,39,48,72.19379305839539,48,56
79,our,30,0,39,48,72.932302236557,48,56
80,basic,30,0,40,53,130.7461497783661,53,52
81,our,30,0,40,53,130.07806396484375,53,53
82,basic,30,0,41,82,127.93923354148865,83,48
83,our,30,0,41,82,128.75898623466492,83,49
84,basic,30,0,42,76,125.88194680213928,80,48
85,our,30,0,42,76,126.64649486541748,80,48
86,basic,30,0,43,63,130.83928155899048,63,54
87,our,30,0,43,63,130.93348908424377,63,52
88,basic,30,0,44,76,123.65661406517029,76,53
89,our,30,0,44,76,125.73485732078552,76,53
90,basic,30,0,45,64,131.48710346221924,64,57
91,our,30,0,45,64,130.64914631843567,65,58
92,basic,30,0,46,76,129.72773003578186,78,49
93,our,30,0,46,76,130.31618428230286,76,49
94,basic,30,0,47,67,130.51762127876282,67,54
95,our,30,0,47,67,130.22748184204102,67,54
96,basic,30,0,48,49,130.48607468605042,49,57
97,our,30,0,48,49,131.94852304458618,49,57
98,basic,30,0,49,70,127.7851014137268,70,47
99,our,30,0,49,70,128.32317447662354,70,47
100,basic,30,0,50,59,129.90027046203613,59,74
101,our,30,0,50,59,129.16009044647217,59,74
102,basic,30,0,51,51,131.15647268295288,51,67
103,our,30,0,51,51,131.83566236495972,51,67
104,basic,30,0,52,48,72.98681259155273,48,80
105,our,30,0,52,48,72.66764831542969,48,81
106,basic,30,0,53,42,73.98876595497131,42,83
107,our,30,0,53,42,74.3942403793335,42,83
108,basic,30,0,54,67,72.77391624450684,67,63
109,our,30,0,54,67,72.70883345603943,67,63
110,basic,30,0,55,37,73.37563824653625,37,81
111,our,30,0,55,37,73.24687170982361,37,81
112,basic,30,0,56,46,129.89252042770386,46,70
113,our,30,0,56,46,129.77887058258057,46,70
114,basic,30,0,57,39,131.70466542243958,39,82
115,our,30,0,57,39,132.3072190284729,39,82
116,basic,30,0,58,51,129.1023223400116,51,65
117,our,30,0,58,51,128.52814054489136,51,68
118,basic,30,0,59,61,131.39336609840393,61,74
119,our,30,0,59,61,131.59574270248413,61,75
120,basic,30,0,60,55,130.42202639579773,55,74
121,our,30,0,60,55,129.66953945159912,55,74
122,basic,30,0,61,42,131.6268310546875,42,95
123,our,30,0,61,42,132.2716736793518,42,95
124,basic,30,0,62,42,130.15388417243958,42,76
125,our,30,0,62,42,131.09774899482727,42,74
126,basic,30,0,63,44,131.6675193309784,44,77
127,our,30,0,63,44,132.07255601882935,44,81
128,basic,30,0,64,44,131.59125995635986,44,83
129,our,30,0,64,44,130.76310801506042,44,83
130,basic,30,0,65,35,130.62762784957886,35,99
131,our,30,0,65,35,131.35423111915588,35,99
132,basic,30,0,66,50,129.6471836566925,50,70
133,our,30,0,66,50,130.21612071990967,50,70
134,basic,30,0,67,44,129.89959955215454,44,69
135,our,30,0,67,44,131.3001606464386,44,71
136,basic,30,0,68,60,126.82884740829468,60,72
137,our,30,0,68,60,127.83365225791931,60,70
138,basic,30,0,69,49,128.11203265190125,49,84
139,our,30,0,69,49,128.82316136360168,49,84
140,basic,30,0,70,44,128.5359034538269,44,103
141,our,30,0,70,44,129.1275873184204,44,103
142,basic,30,0,71,51,127.75879240036011,51,120
143,our,30,0,71,51,128.57467412948608,51,120
144,basic,30,0,72,53,73.95748496055603,53,104
145,our,30,0,72,53,73.12513184547424,53,104
146,basic,30,0,73,48,72.9289038181305,48,97
147,our,30,0,73,48,73.59676098823547,48,97
148,basic,30,0,74,58,72.98425483703613,58,106
149,our,30,0,74,58,73.43812227249146,58,106
150,basic,30,0,75,47,73.4703357219696,47,109
151,our,30,0,75,47,74.48151779174805,47,109
152,basic,30,0,76,41,73.54194784164429,41,141
153,our,30,0,76,41,73.55802488327026,41,141
154,basic,30,0,77,51,72.67333984375,51,89
155,our,30,0,77,51,72.52943396568298,51,89
156,basic,30,0,78,39,72.31061959266663,39,105
157,our,30,0,78,39,74.16210150718689,39,105
158,basic,30,0,79,67,71.66096711158752,67,92
159,our,30,0,79,67,71.4092664718628,67,92
160,basic,30,0,80,83,127.41390085220337,83,59
161,our,30,0,80,83,128.42526602745056,83,61
162,basic,30,0,81,92,122.76221108436584,94,52
163,our,30,0,81,92,123.57457304000854,94,52
164,basic,30,0,82,68,129.8207700252533,70,63
165,our,30,0,82,68,130.26840925216675,71,63
166,basic,30,0,83,71,128.85739254951477,73,59
167,our,30,0,83,71,130.40176725387573,73,59
168,basic,30,0,84,70,125.01963257789612,70,61
169,our,30,0,84,70,125.35022592544556,70,61
170,basic,30,0,85,59,129.15670609474182,61,58
171,our,30,0,85,59,125.86679172515869,61,58
172,basic,30,0,86,63,72.86947751045227,66,59
173,our,30,0,86,63,73.71004676818848,66,59
174,basic,30,0,87,91,106.61911034584045,92,58
175,our,30,0,87,91,128.3683717250824,91,58
176,basic,30,0,88,63,126.69322657585144,64,58
177,our,30,0,88,63,127.3173336982727,64,58
178,basic,30,0,89,88,128.67650747299194,89,56
179,our,30,0,89,88,129.23430728912354,88,56
180,basic,30,0,90,42,132.67394971847534,42,104
181,our,30,0,90,42,132.51286363601685,42,103
182,basic,30,0,91,56,131.4271903038025,57,87
183,our,30,0,91,56,131.4747965335846,57,87
184,basic,30,0,92,62,127.54421067237854,62,83
185,our,30,0,92,62,129.21046042442322,63,81
186,basic,30,0,93,58,131.59245920181274,58,82
187,our,30,0,93,58,129.8909513950348,59,84
188,basic,30,0,94,41,133.19010305404663,41,99
189,our,30,0,94,41,134.73369669914246,41,99
190,basic,30,0,95,44,131.58295154571533,44,92
191,our,30,0,95,44,132.3416633605957,44,92
192,basic,30,0,96,49,131.32222437858582,49,96
193,our,30,0,96,49,133.29384779930115,49,95
194,basic,30,0,97,54,131.68346691131592,54,83
195,our,30,0,97,54,131.86372923851013,55,84
196,basic,30,0,98,49,129.6856074333191,49,103
197,our,30,0,98,49,130.86281633377075,49,102
198,basic,30,0,99,41,131.95503950119019,41,103
199,our,30,0,99,41,134.00890922546387,41,100
200,basic,30,0,100,54,129.02462577819824,55,81
201,our,30,0,100,54,130.1205189228058,54,83
202,basic,30,0,101,56,131.43754363059998,56,115
203,our,30,0,101,56,132.56230568885803,56,115
204,basic,30,0,102,81,126.84927773475647,81,99
205,our,30,0,102,81,127.20471930503845,81,100
206,basic,30,0,103,63,130.4536259174347,63,80
207,our,30,0,103,63,131.39263081550598,63,80
208,basic,30,0,104,49,76.00698113441467,50,80
209,our,30,0,104,49,73.63361811637878,49,76
210,basic,30,0,105,44,74.34925246238708,44,107
211,our,30,0,105,44,74.59031081199646,44,111
212,basic,30,0,106,36,75.47936606407166,36,128
213,our,30,0,106,36,75.59970164299011,36,127
214,basic,30,0,107,62,72.99903202056885,62,88
215,our,30,0,107,62,73.26604890823364,62,89
216,basic,30,0,108,67,125.5260717868805,67,89
217,our,30,0,108,67,127.23351454734802,67,90
218,basic,30,0,109,38,131.81561088562012,38,100
219,our,30,0,109,38,132.26170253753662,38,96
220,basic,30,0,110,47,128.39725017547607,47,126
221,our,30,0,110,47,130.01776480674744,47,126
222,basic,30,0,111,46,131.07695150375366,46,129
223,our,30,0,111,46,131.18774318695068,46,129
224,basic,30,0,112,37,75.26178789138794,37,146
225,our,30,0,112,37,112.5471613407135,37,146
226,basic,30,0,113,63,128.94597816467285,63,150
227,our,30,0,113,63,129.75470519065857,63,150
228,basic,30,0,114,47,129.25525832176208,47,176
229,our,30,0,114,47,130.9856882095337,47,176
230,basic,30,0,115,53,128.89602422714233,53,103
231,our,30,0,115,53,128.41622185707092,53,103
232,basic,30,0,116,55,125.29671740531921,55,142
233,our,30,0,116,55,128.82221794128418,55,142
234,basic,30,0,117,35,131.01258087158203,35,219
235,our,30,0,117,35,131.40931296348572,35,219
236,basic,30,0,118,52,128.67783164978027,52,136
237,our,30,0,118,52,130.5320429801941,52,136
238,basic,30,0,119,57,127.86242127418518,57,151
239,our,30,0,119,57,129.20247864723206,57,151
240,basic,30,0,120,58,129.0075237751007,61,73
241,our,30,0,120,58,129.10034370422363,61,73
242,basic,30,0,121,62,129.20391249656677,63,65
243,our,30,0,121,62,128.92209243774414,63,66
244,basic,30,0,122,76,127.11992597579956,79,64
245,our,30,0,122,76,126.9684591293335,79,63
246,basic,30,0,123,72,127.72532176971436,73,65
247,our,30,0,123,72,129.07846450805664,73,66
248,basic,30,0,124,67,76.30597853660583,68,73
249,our,30,0,124,67,73.65287446975708,70,73
250,basic,30,0,125,64,73.37706518173218,67,74
251,our,30,0,125,64,72.6400945186615,66,73
252,basic,30,0,126,77,120.29989838600159,80,66
253,our,30,0,126,77,127.60461258888245,80,66
254,basic,30,0,127,106,125.53235173225403,110,59
255,our,30,0,127,106,124.95829224586487,113,58
256,basic,30,0,128,71,72.90526986122131,72,66
257,our,30,0,128,71,73.32307934761047,71,66
258,basic,30,0,129,64,72.2655348777771,64,63
259,our,30,0,129,64,72.85016798973083,66,66
260,basic,30,0,130,50,73.57452392578125,50,92
261,our,30,0,130,50,73.47506427764893,50,92
262,basic,30,0,131,53,73.85406708717346,53,88
263,our,30,0,131,53,73.95863437652588,53,86
264,basic,30,0,132,58,73.41259145736694,58,98
265,our,30,0,132,58,73.13336944580078,59,98
266,basic,30,0,133,50,72.2818500995636,50,90
267,our,30,0,133,50,73.14128971099854,50,92
268,basic,30,0,134,52,73.09832310676575,53,106
269,our,30,0,134,52,73.60380339622498,53,105
270,basic,30,0,135,35,74.7544412612915,35,117
271,our,30,0,135,35,74.8074083328247,35,117
272,basic,30,0,136,50,72.89532089233398,51,101
273,our,30,0,136,50,73.07416462898254,50,102
274,basic,30,0,137,54,72.96986842155457,54,107
275,our,30,0,137,54,73.75631523132324,54,102
276,basic,30,0,138,46,73.49464893341064,47,92
277,our,30,0,138,46,79.96451830863953,47,92
278,basic,30,0,139,61,128.68789792060852,61,97
279,our,30,0,139,61,128.9657063484192,61,97
280,basic,30,0,140,46,72.9353380203247,46,126
281,our,30,0,140,46,73.30889201164246,46,124
282,basic,30,0,141,47,73.64728283882141,47,143
283,our,30,0,141,47,73.69422960281372,47,143
284,basic,30,0,142,48,73.52590346336365,48,112
285,our,30,0,142,48,73.56262540817261,48,110
286,basic,30,0,143,48,72.90787363052368,48,149
287,our,30,0,143,48,73.50192952156067,48,147
288,basic,30,0,144,58,74.85240721702576,59,102
289,our,30,0,144,58,74.9287416934967,58,102
290,basic,30,0,145,67,72.98804378509521,67,109
291,our,30,0,145,67,73.75044345855713,67,111
292,basic,30,0,146,47,73.89460396766663,47,111
293,our,30,0,146,47,74.66936349868774,47,113
294,basic,30,0,147,50,74.28544092178345,50,97
295,our,30,0,147,50,74.33223271369934,50,102
296,basic,30,0,148,54,73.29243111610413,54,100
297,our,30,0,148,54,72.99188256263733,54,104
298,basic,30,0,149,65,71.32847857475281,65,101
299,our,30,0,149,65,71.83888506889343,65,102
300,basic,30,0,150,51,71.83059453964233,51,125
301,our,30,0,150,51,71.94977331161499,51,125
302,basic,30,0,151,48,72.43104958534241,48,162
303,our,30,0,151,48,72.8992748260498,48,162
304,basic,30,0,152,36,73.48774671554565,36,199
305,our,30,0,152,36,74.04649186134338,36,199
306,basic,30,0,153,47,72.96194529533386,47,164
307,our,30,0,153,47,73.62405204772949,47,164
308,basic,30,0,154,51,73.23460865020752,51,176
309,our,30,0,154,51,74.00683617591858,51,176
310,basic,30,0,155,51,72.96294140815735,51,169
311,our,30,0,155,51,73.36203980445862,51,169
312,basic,30,0,156,34,130.87502932548523,34,179
313,our,30,0,156,34,130.9163475036621,34,179
314,basic,30,0,157,44,130.1155879497528,44,185
315,our,30,0,157,44,129.32563757896423,44,185
316,basic,30,0,158,44,126.35828185081482,44,164
317,our,30,0,158,44,129.05666828155518,44,164
318,basic,30,0,159,51,128.70779871940613,51,157
319,our,30,0,159,51,129.7219521999359,51,157
320,basic,30,0,160,64,74.6132116317749,64,45
321,our,30,0,160,64,75.0550971031189,64,45
322,basic,30,0,161,68,73.41712713241577,68,39
323,our,30,0,161,68,73.75264310836792,68,39
324,basic,30,0,162,60,73.32174730300903,60,38
325,our,30,0,162,60,74.08205842971802,60,38
326,basic,30,0,163,49,74.7383041381836,49,41
327,our,30,0,163,49,73.41891384124756,49,41
328,basic,30,0,164,47,130.1041133403778,47,42
329,our,30,0,164,47,130.43935632705688,47,42
330,basic,30,0,165,63,128.38569569587708,63,39
331,our,30,0,165,63,120.76685881614685,63,39
332,basic,30,0,166,57,74.72125291824341,57,39
333,our,30,0,166,57,74.60507678985596,57,39
334,basic,30,0,167,61,73.87658929824829,61,42
335,our,30,0,167,61,74.07320833206177,61,42
336,basic,30,0,168,48,128.94746780395508,48,41
337,our,30,0,168,48,128.57755184173584,48,41
338,basic,30,0,169,66,130.5090947151184,66,38
339,our,30,0,169,66,130.2289741039276,66,38
340,basic,30,0,170,53,129.46022176742554,53,45
341,our,30,0,170,53,130.25454139709473,53,45
342,basic,30,0,171,55,129.61904525756836,55,46
343,our,30,0,171,55,129.59552383422852,55,46
344,basic,30,0,172,56,128.7762849330902,56,40
345,our,30,0,172,56,128.65645551681519,56,40
346,basic,30,0,173,70,128.92975783348083,70,45
347,our,30,0,173,70,128.99416995048523,70,45
348,basic,30,0,174,52,130.16824388504028,52,53
349,our,30,0,174,52,130.43759679794312,52,52
350,basic,30,0,175,62,130.53455471992493,62,51
351,our,30,0,175,62,131.0392074584961,62,51
352,basic,30,0,176,48,130.0993618965149,48,45
353,our,30,0,176,48,129.17979073524475,48,42
354,basic,30,0,177,52,130.33758521080017,52,41
355,our,30,0,177,52,131.77723622322083,52,41
356,basic,30,0,178,47,131.3475251197815,47,43
357,our,30,0,178,47,131.57802939414978,47,43
358,basic,30,0,179,49,130.00793194770813,49,46
359,our,30,0,179,49,129.6956446170807,49,46
360,basic,30,0,180,40,130.33660006523132,40,67
361,our,30,0,180,40,130.1536808013916,40,68
362,basic,30,0,181,58,128.06671786308289,58,47
363,our,30,0,181,58,129.2837793827057,58,49
364,basic,30,0,182,83,125.05351734161377,83,40
365,our,30,0,182,83,127.14461421966553,83,40
366,basic,30,0,183,39,132.0052695274353,39,50
367,our,30,0,183,39,131.83043384552002,39,50
368,basic,30,0,184,48,130.30619025230408,48,51
369,our,30,0,184,48,131.77611660957336,48,50
370,basic,30,0,185,49,128.8731758594513,49,52
371,our,30,0,185,49,129.80442357063293,49,52
372,basic,30,0,186,57,129.60792446136475,57,45
373,our,30,0,186,57,129.48040986061096,57,44
374,basic,30,0,187,55,130.03580355644226,55,53
375,our,30,0,187,55,131.52564787864685,55,53
376,basic,30,0,188,38,132.01369619369507,38,57
377,our,30,0,188,38,131.36101412773132,38,57
378,basic,30,0,189,47,127.25942373275757,47,48
379,our,30,0,189,47,128.58441948890686,47,48
380,basic,30,0,190,57,127.4478497505188,57,62
381,our,30,0,190,57,128.42178559303284,57,62
382,basic,30,0,191,70,126.90937638282776,70,52
383,our,30,0,191,70,126.6336932182312,70,52
384,basic,30,0,192,49,130.53185200691223,49,78
385,our,30,0,192,49,132.2334122657776,49,78
386,basic,30,0,193,43,130.87435674667358,43,65
387,our,30,0,193,43,131.0560028553009,43,65
388,basic,30,0,194,61,127.14249086380005,61,49
389,our,30,0,194,61,126.60403990745544,61,49
390,basic,30,0,195,51,127.33483338356018,51,55
391,our,30,0,195,51,127.48701786994934,51,55
392,basic,30,0,196,42,73.09097051620483,42,61
393,our,30,0,196,42,73.352468252182,42,61
394,basic,30,0,197,51,72.64629340171814,51,73
395,our,30,0,197,51,72.81725978851318,51,73
396,basic,30,0,198,41,72.64796614646912,41,75
397,our,30,0,198,41,73.12036037445068,41,75
398,basic,30,0,199,37,72.28785276412964,37,66
399,our,30,0,199,37,73.04884386062622,37,66
400,basic,30,0,200,84,123.99310636520386,84,40
401,our,30,0,200,84,123.18861055374146,84,40
402,basic,30,0,201,59,127.26711916923523,59,48
403,our,30,0,201,59,127.85871195793152,59,48
404,basic,30,0,202,76,124.58161568641663,76,48
405,our,30,0,202,76,124.76481461524963,76,48
406,basic,30,0,203,70,128.52457451820374,70,48
407,our,30,0,203,70,129.2126533985138,70,48
408,basic,30,0,204,55,130.0238857269287,58,50
409,our,30,0,204,55,129.92360925674438,55,49
410,basic,30,0,205,76,127.95299553871155,76,48
411,our,30,0,205,76,128.94671535491943,77,49
412,basic,30,0,206,65,128.8632297515869,65,52
413,our,30,0,206,65,128.0418930053711,69,51
414,basic,30,0,207,62,128.46088027954102,62,51
415,our,30,0,207,62,128.64594316482544,63,49
416,basic,30,0,208,69,128.2581524848938,69,50
417,our,30,0,208,69,128.06827807426453,69,51
418,basic,30,0,209,69,129.13407826423645,69,48
419,our,30,0,209,69,129.4896912574768,69,48
420,basic,30,0,210,42,131.9449598789215,42,76
421,our,30,0,210,42,132.21321725845337,42,76
422,basic,30,0,211,45,128.66148257255554,45,72
423,our,30,0,211,45,128.66107606887817,45,72
424,basic,30,0,212,63,128.45301866531372,63,59
425,our,30,0,212,63,128.94636845588684,63,59
426,basic,30,0,213,42,133.00905513763428,42,79
427,our,30,0,213,42,132.94751977920532,42,79
428,basic,30,0,214,52,130.47744989395142,52,63
429,our,30,0,214,52,130.3294985294342,52,63
430,basic,30,0,215,52,131.80180740356445,52,68
431,our,30,0,215,52,132.19588470458984,52,67
432,basic,30,0,216,60,131.16972589492798,60,67
433,our,30,0,216,60,132.1592710018158,60,66
434,basic,30,0,217,55,133.8771357536316,55,70
435,our,30,0,217,55,133.47390055656433,55,70
436,basic,30,0,218,76,125.4912965297699,76,66
437,our,30,0,218,76,126.72435069084167,76,63
438,basic,30,0,219,55,132.86535596847534,55,76
439,our,30,0,219,55,133.52479481697083,55,76
440,basic,30,0,220,63,128.89497637748718,63,74
441,our,30,0,220,63,130.78182339668274,63,74
442,basic,30,0,221,53,130.04854369163513,53,74
443,our,30,0,221,53,129.8400149345398,53,74
444,basic,30,0,222,46,131.15611290931702,46,76
445,our,30,0,222,46,132.53912806510925,46,74
446,basic,30,0,223,65,130.25719141960144,65,71
447,our,30,0,223,65,129.88497376441956,65,72
448,basic,30,0,224,52,128.91577172279358,52,79
449,our,30,0,224,52,129.41481566429138,52,79
450,basic,30,0,225,48,131.91597652435303,48,85
451,our,30,0,225,48,130.92856168746948,48,85
452,basic,30,0,226,60,129.852196931839,60,61
453,our,30,0,226,60,129.72776699066162,60,61
454,basic,30,0,227,48,132.28414011001587,48,84
455,our,30,0,227,48,132.10933995246887,48,84
456,basic,30,0,228,63,129.6401171684265,63,80
457,our,30,0,228,63,129.81348991394043,63,79
458,basic,30,0,229,61,129.45564031600952,61,63
459,our,30,0,229,61,128.45993661880493,61,63
460,basic,30,0,230,53,130.4990725517273,53,92
461,our,30,0,230,53,128.58840537071228,53,92
462,basic,30,0,231,58,127.61930775642395,58,98
463,our,30,0,231,58,127.93782567977905,58,98
464,basic,30,0,232,69,128.83615732192993,69,93
465,our,30,0,232,69,129.03857612609863,69,93
466,basic,30,0,233,53,129.54612851142883,53,108
467,our,30,0,233,53,129.25786995887756,53,108
468,basic,30,0,234,51,130.15648698806763,51,75
469,our,30,0,234,51,129.94803500175476,51,75
470,basic,30,0,235,56,129.6314821243286,56,98
471,our,30,0,235,56,131.58002257347107,56,98
472,basic,30,0,236,44,126.39641690254211,44,89
473,our,30,0,236,44,127.6355082988739,44,89
474,basic,30,0,237,38,131.19832563400269,38,119
475,our,30,0,237,38,131.79024600982666,38,119
476,basic,30,0,238,43,129.5792214870453,43,96
477,our,30,0,238,43,130.180438041687,43,96
478,basic,30,0,239,53,128.27861189842224,53,99
479,our,30,0,239,53,128.57357096672058,53,99
480,basic,30,0,240,93,124.87802386283875,93,52
481,our,30,0,240,93,124.72622442245483,94,50
482,basic,30,0,241,75,126.57592916488647,78,50
483,our,30,0,241,75,125.21631598472595,76,51
484,basic,30,0,242,76,130.6132516860962,78,60
485,our,30,0,242,76,132.29217052459717,78,59
486,basic,30,0,243,81,128.0986933708191,82,52
487,our,30,0,243,81,128.28943538665771,81,52
488,basic,30,0,244,72,128.94960713386536,72,61
489,our,30,0,244,72,129.5928521156311,72,61
490,basic,30,0,245,58,129.77034091949463,60,64
491,our,30,0,245,58,129.7087218761444,61,64
492,basic,30,0,246,95,126.47420287132263,96,55
493,our,30,0,246,95,127.05316162109375,96,57
494,basic,30,0,247,69,129.50618171691895,69,61
495,our,30,0,247,69,131.0857436656952,71,61
496,basic,30,0,248,84,126.41467499732971,84,52
497,our,30,0,248,84,126.48112106323242,87,51
498,basic,30,0,249,58,127.94497203826904,59,58
499,our,30,0,249,58,126.45713448524475,60,58
500,basic,30,0,250,59,129.12984943389893,59,66
501,our,30,0,250,59,129.75411319732666,59,66
502,basic,30,0,251,40,132.791090965271,40,115
503,our,30,0,251,40,133.85083055496216,40,113
504,basic,30,0,252,58,130.14121985435486,58,75
505,our,30,0,252,58,131.9553406238556,58,74
506,basic,30,0,253,62,130.81302046775818,62,97
507,our,30,0,253,62,131.9446816444397,62,97
508,basic,30,0,254,74,127.57885503768921,74,68
509,our,30,0,254,74,128.48162055015564,74,69
510,basic,30,0,255,53,129.7235622406006,54,88
511,our,30,0,255,53,130.55251026153564,54,88
512,basic,30,0,256,56,73.86835241317749,56,83
513,our,30,0,256,56,74.51085305213928,56,85
514,basic,30,0,257,66,76.91709780693054,66,75
515,our,30,0,257,66,131.21743941307068,66,78
516,basic,30,0,258,43,132.38162636756897,43,80
517,our,30,0,258,43,133.10624599456787,43,80
518,basic,30,0,259,49,133.66869163513184,49,92
519,our,30,0,259,49,133.7455713748932,49,92
520,basic,30,0,260,43,74.00642919540405,43,81
521,our,30,0,260,43,74.05871200561523,43,82
522,basic,30,0,261,58,73.99714040756226,58,99
523,our,30,0,261,58,73.81002068519592,58,101
524,basic,30,0,262,60,73.10360145568848,60,113
525,our,30,0,262,60,72.888108253479,60,106
526,basic,30,0,263,64,71.29482841491699,64,73
527,our,30,0,263,64,71.3787932395935,64,73
528,basic,30,0,264,49,74.11387777328491,49,99
529,our,30,0,264,49,74.43922185897827,49,97
530,basic,30,0,265,59,73.56440019607544,59,93
531,our,30,0,265,59,73.5321798324585,59,93
532,basic,30,0,266,49,74.217289686203,49,97
533,our,30,0,266,49,74.19719982147217,49,98
534,basic,30,0,267,66,72.58223605155945,66,89
535,our,30,0,267,66,72.92779111862183,66,84
536,basic,30,0,268,55,74.1128396987915,55,92
537,our,30,0,268,55,73.90760922431946,55,94
538,basic,30,0,269,62,72.85841870307922,62,117
539,our,30,0,269,62,73.29713416099548,62,117
540,basic,30,0,270,69,70.86468458175659,69,106
541,our,30,0,270,69,71.87002205848694,69,106
542,basic,30,0,271,57,72.46026968955994,57,128
543,our,30,0,271,57,72.8927001953125,57,128
544,basic,30,0,272,40,72.16868257522583,40,100
545,our,30,0,272,40,72.76566815376282,40,100
546,basic,30,0,273,49,73.26215958595276,49,128
547,our,30,0,273,49,73.56719899177551,49,128
548,basic,30,0,274,73,71.63347220420837,73,112
549,our,30,0,274,73,72.11961269378662,73,112
550,basic,30,0,275,55,72.28089022636414,55,106
551,our,30,0,275,55,73.22607135772705,55,106
552,basic,30,0,276,48,73.52116537094116,48,137
553,our,30,0,276,48,74.4756247997284,48,137
554,basic,30,0,277,53,72.58999705314636,53,124
555,our,30,0,277,53,73.64826273918152,53,124
556,basic,30,0,278,62,73.29576373100281,62,114
557,our,30,0,278,62,73.2237937450409,62,114
558,basic,30,0,279,59,73.02856755256653,59,126
559,our,30,0,279,59,73.35241270065308,59,126
560,basic,30,0,280,85,127.16229152679443,86,62
561,our,30,0,280,85,127.20187091827393,86,62
562,basic,30,0,281,90,126.53162956237793,91,62
563,our,30,0,281,90,126.63297080993652,91,63
564,basic,30,0,282,78,125.56157326698303,79,62
565,our,30,0,282,78,126.55591249465942,79,62
566,basic,30,0,283,103,126.25837230682373,104,57
567,our,30,0,283,103,127.41169285774231,104,57
