,type,wg_size,attempt,wg_idx,true_val,exec_time,makespan,peak_resource_usage
565,our,120,1,99,66,541.4392247200012,66,193
566,basic,120,1,100,173,297.9756305217743,191,73
567,our,120,1,100,173,304.2987983226776,184,73
568,basic,120,1,101,158,295.60637879371643,170,71
569,our,120,1,101,158,301.8200695514679,172,71
570,basic,120,1,102,203,289.76096177101135,226,66
571,our,120,1,102,203,295.60382294654846,222,66
572,basic,120,1,103,196,291.8243567943573,219,68
573,our,120,1,103,196,296.07274746894836,220,68
574,basic,120,1,104,211,495.4601192474365,232,68
575,our,120,1,104,211,531.2057995796204,230,68
576,basic,120,1,105,212,514.3725461959839,230,67
577,our,120,1,105,212,525.1701445579529,228,67
578,basic,120,1,106,163,529.8630349636078,180,71
579,our,120,1,106,163,532.0632247924805,177,71
580,basic,120,1,107,162,522.3925955295563,177,77
581,our,120,1,107,162,470.1607618331909,176,77
582,basic,120,1,108,173,298.6785089969635,190,77
583,our,120,1,108,173,395.6669411659241,186,77
584,basic,120,1,109,181,521.7686860561371,202,73
585,our,120,1,109,181,541.8020083904266,200,73
586,basic,120,1,110,138,523.4290316104889,151,88
587,our,120,1,110,138,477.1535151004791,153,88
588,basic,120,1,111,117,390.3653345108032,128,110
589,our,120,1,111,117,303.13116431236267,126,110
590,basic,120,1,112,136,425.4968752861023,147,98
591,our,120,1,112,136,470.93317222595215,144,98
592,basic,120,1,113,125,540.1282193660736,138,96
593,our,120,1,113,125,539.3436815738678,135,96
594,basic,120,1,114,162,526.0024871826172,176,87
595,our,120,1,114,162,534.9322757720947,174,87
596,basic,120,1,115,121,532.8597717285156,134,107
597,our,120,1,115,121,472.4020793437958,132,107
598,basic,120,1,116,120,303.01074028015137,130,110
599,our,120,1,116,120,475.7624206542969,128,110
600,basic,120,1,117,119,527.1796865463257,130,113
601,our,120,1,117,119,535.8475942611694,128,113
602,basic,120,1,118,105,533.0438208580017,113,108
603,our,120,1,118,105,551.5219686031342,113,108
604,basic,120,1,119,143,365.9072871208191,151,103
605,our,120,1,119,143,416.35463786125183,149,103
606,basic,120,1,120,127,409.72863388061523,135,117
607,our,120,1,120,127,533.0654091835022,134,117
608,basic,120,1,121,89,530.7425155639648,92,155
609,our,120,1,121,89,534.9946813583374,91,155
610,basic,120,1,122,118,526.0690524578094,127,114
611,our,120,1,122,118,490.6460003852844,124,114
612,basic,120,1,123,112,450.45291543006897,121,125
613,our,120,1,123,112,300.7877688407898,120,125
614,basic,120,1,124,91,377.59843921661377,97,148
615,our,120,1,124,91,298.7722978591919,96,148
616,basic,120,1,125,99,295.3058617115021,108,125
617,our,120,1,125,99,298.42608976364136,105,125
618,basic,120,1,126,109,302.39373254776,116,129
619,our,120,1,126,109,538.3301861286163,114,128
620,basic,120,1,127,94,537.3251020908356,99,138
621,our,120,1,127,94,344.44961857795715,99,138
622,basic,120,1,128,85,294.1283988952637,91,146
623,our,120,1,128,85,295.2139024734497,89,146
624,basic,120,1,129,92,302.57339096069336,98,145
625,our,120,1,129,92,297.01840829849243,98,145
626,basic,120,1,130,85,373.8156940937042,89,184
627,our,120,1,130,85,482.5673940181732,89,184
628,basic,120,1,131,93,448.13187766075134,100,170
629,our,120,1,131,93,534.1420040130615,97,170
630,basic,120,1,132,88,296.4415023326874,90,164
631,our,120,1,132,88,299.61374068260193,89,166
632,basic,120,1,133,88,297.5557177066803,94,151
633,our,120,1,133,88,301.32195234298706,92,151
634,basic,120,1,134,97,370.31417441368103,104,126
635,our,120,1,134,97,298.0737648010254,103,126
636,basic,120,1,135,91,299.64279294013977,93,166
637,our,120,1,135,91,302.43241333961487,91,165
638,basic,120,1,136,91,316.81631445884705,94,172
639,our,120,1,136,91,299.5203514099121,94,172
640,basic,120,1,137,112,416.1869740486145,117,136
641,our,120,1,137,112,438.1739113330841,117,136
642,basic,120,1,138,101,370.64006876945496,101,146
643,our,120,1,138,101,297.91887164115906,101,145
644,basic,120,1,139,81,319.2416229248047,86,167
645,our,120,1,139,81,379.60673785209656,85,166
646,basic,120,1,140,81,291.41458201408386,81,216
647,our,120,1,140,81,358.75190258026123,81,217
648,basic,120,1,141,75,527.3835468292236,76,230
649,our,120,1,141,75,372.92735266685486,75,229
650,basic,120,1,142,87,353.2836186885834,88,170
651,our,120,1,142,87,303.09859800338745,87,170
652,basic,120,1,143,82,518.3897807598114,82,223
653,our,120,1,143,82,420.64025592803955,82,223
654,basic,120,1,144,87,287.2226531505585,87,225
655,our,120,1,144,87,292.93679904937744,87,225
656,basic,120,1,145,97,288.15090775489807,97,192
657,our,120,1,145,97,292.3457589149475,97,191
658,basic,120,1,146,75,290.25635147094727,75,215
659,our,120,1,146,75,293.23044896125793,75,215
660,basic,120,1,147,126,281.24219846725464,126,207
661,our,120,1,147,126,285.91683864593506,126,208
662,basic,120,1,148,109,457.5351152420044,109,199
663,our,120,1,148,109,525.7313306331635,109,198
664,basic,120,1,149,91,490.49090576171875,91,201
665,our,120,1,149,91,485.1468029022217,91,201
666,basic,120,1,150,196,498.9349446296692,215,81
667,our,120,1,150,196,308.1406509876251,212,81
668,basic,120,1,151,232,459.3062868118286,255,79
669,our,120,1,151,232,534.198166847229,250,79
670,basic,120,1,152,234,512.3103559017181,257,80
671,our,120,1,152,234,478.9063289165497,254,80
672,basic,120,1,153,200,510.9632797241211,219,83
673,our,120,1,153,200,534.63414311409,218,83
674,basic,120,1,154,200,527.0309383869171,218,83
675,our,120,1,154,200,518.7251648902893,219,83
676,basic,120,1,155,206,456.1257789134979,223,87
677,our,120,1,155,206,536.753901720047,223,87
678,basic,120,1,156,186,443.7693040370941,203,88
679,our,120,1,156,186,411.46729016304016,203,88
680,basic,120,1,157,195,301.4898796081543,213,81
681,our,120,1,157,195,543.5507800579071,211,81
682,basic,120,1,158,205,533.514509677887,223,82
683,our,120,1,158,205,471.1887848377228,219,82
684,basic,120,1,159,213,327.4126799106598,236,81
685,our,120,1,159,213,497.8330047130585,230,81
686,basic,120,1,160,140,533.9566924571991,150,128
687,our,120,1,160,140,543.4450469017029,151,128
688,basic,120,1,161,123,363.83152055740356,132,138
689,our,120,1,161,123,300.94523096084595,130,138
690,basic,120,1,162,108,290.35766530036926,114,142
691,our,120,1,162,108,294.9670774936676,115,142
692,basic,120,1,163,120,321.881156206131,127,141
693,our,120,1,163,120,544.2324957847595,126,141
694,basic,120,1,164,129,533.0125379562378,139,122
695,our,120,1,164,129,516.0131466388702,139,122
696,basic,120,1,165,136,435.05506777763367,144,122
697,our,120,1,165,136,498.26283621788025,144,122
698,basic,120,1,166,146,493.0455071926117,157,122
699,our,120,1,166,146,406.1760284900665,158,122
700,basic,120,1,167,127,475.3155028820038,136,125
701,our,120,1,167,127,366.1488652229309,134,125
702,basic,120,1,168,134,440.04295325279236,144,116
703,our,120,1,168,134,412.25380992889404,144,116
704,basic,120,1,169,134,527.4652571678162,144,134
705,our,120,1,169,134,376.63463139533997,144,134
706,basic,120,1,170,138,512.1394624710083,144,145
707,our,120,1,170,138,318.19576382637024,144,144
708,basic,120,1,171,116,464.1284041404724,124,150
709,our,120,1,171,116,493.90270352363586,121,151
710,basic,120,1,172,101,297.42187309265137,105,177
711,our,120,1,172,101,451.13700890541077,104,177
712,basic,120,1,173,101,521.5913581848145,106,165
713,our,120,1,173,101,521.6522245407104,106,165
714,basic,120,1,174,118,524.8025894165039,123,163
715,our,120,1,174,118,307.00764513015747,122,163
716,basic,120,1,175,134,448.8779082298279,142,123
717,our,120,1,175,134,539.1451025009155,142,123
718,basic,120,1,176,118,436.41440653800964,125,143
719,our,120,1,176,118,523.1961886882782,124,143
720,basic,120,1,177,106,373.0728440284729,110,155
721,our,120,1,177,106,296.60198760032654,112,155
722,basic,120,1,178,91,442.1750340461731,96,190
723,our,120,1,178,91,305.2414014339447,95,190
724,basic,120,1,179,98,399.50906896591187,104,192
725,our,120,1,179,98,538.021246433258,102,192
726,basic,120,1,180,88,468.3254408836365,89,231
727,our,120,1,180,88,504.4897310733795,88,231
728,basic,120,1,181,83,531.2447221279144,88,228
729,our,120,1,181,83,537.8510625362396,85,228
730,basic,120,1,182,85,517.4720766544342,90,205
731,our,120,1,182,85,311.23072147369385,89,205
732,basic,120,2,0,105,464.80774211883545,109,48
733,our,120,2,0,105,490.6851725578308,112,48
734,basic,120,2,1,109,463.9073414802551,116,51
735,our,120,2,1,109,336.1644012928009,113,51
736,basic,120,2,2,125,299.67820405960083,128,54
737,our,120,2,2,125,480.3940443992615,128,54
738,basic,120,2,3,97,536.2922880649567,101,50
739,our,120,2,3,97,510.1444642543793,102,50
740,basic,120,2,4,112,504.70941400527954,117,52
741,our,120,2,4,112,311.0234718322754,115,52
742,basic,120,2,5,84,354.27521562576294,85,52
743,our,120,2,5,84,490.35815501213074,85,52
744,basic,120,2,6,117,451.94047355651855,118,48
745,our,120,2,6,117,517.3457615375519,121,48
746,basic,120,2,7,109,525.7688434123993,111,50
747,our,120,2,7,109,310.2786955833435,112,50
748,basic,120,2,8,112,419.85385513305664,120,51
749,our,120,2,8,112,294.8916323184967,121,51
750,basic,120,2,9,108,298.84272933006287,115,52
751,our,120,2,9,108,299.32035303115845,108,52
752,basic,120,2,10,87,302.68843054771423,88,67
753,our,120,2,10,87,300.28618144989014,91,67
754,basic,120,2,11,75,390.13910961151123,78,65
755,our,120,2,11,75,486.2981345653534,76,65
756,basic,120,2,12,92,332.66508316993713,93,68
757,our,120,2,12,92,539.9279403686523,96,68
758,basic,120,2,13,95,526.0566201210022,97,58
759,our,120,2,13,95,526.3384358882904,97,58
760,basic,120,2,14,103,529.9584219455719,106,59
761,our,120,2,14,103,532.965669631958,107,59
762,basic,120,2,15,92,530.5440142154694,92,66
763,our,120,2,15,92,533.9346950054169,92,66
764,basic,120,2,16,90,406.32431745529175,92,62
765,our,120,2,16,90,411.49498462677,91,62
766,basic,120,2,17,83,456.05318880081177,86,63
767,our,120,2,17,83,530.1971189975739,84,63
768,basic,120,2,18,94,521.4186851978302,96,61
769,our,120,2,18,94,537.5045108795166,96,61
770,basic,120,2,19,96,310.06215143203735,101,69
771,our,120,2,19,96,379.3745901584625,99,69
772,basic,120,2,20,80,417.12697196006775,82,79
773,our,120,2,20,80,417.7763421535492,83,79
774,basic,120,2,21,88,519.4521973133087,88,69
775,our,120,2,21,88,527.6151235103607,88,69
776,basic,120,2,22,100,526.5386624336243,100,83
777,our,120,2,22,100,532.5755131244659,100,83
778,basic,120,2,23,71,495.6220552921295,72,86
779,our,120,2,23,71,301.8802697658539,71,86
780,basic,120,2,24,84,519.150322675705,84,84
781,our,120,2,24,84,525.606954574585,84,84
782,basic,120,2,25,102,522.6977915763855,102,81
783,our,120,2,25,102,351.5807821750641,102,81
784,basic,120,2,26,93,374.4870798587799,93,77
785,our,120,2,26,93,524.2749252319336,93,77
786,basic,120,2,27,77,441.10853242874146,78,74
787,our,120,2,27,77,535.2612855434418,77,74
788,basic,120,2,28,86,416.7058835029602,86,79
789,our,120,2,28,86,526.0198712348938,86,79
790,basic,120,2,29,103,473.4936182498932,103,75
791,our,120,2,29,103,472.65989804267883,103,75
792,basic,120,2,30,74,374.4375720024109,74,89
793,our,120,2,30,74,297.76710629463196,74,89
794,basic,120,2,31,107,284.7626931667328,107,84
795,our,120,2,31,107,286.40971302986145,107,84
796,basic,120,2,32,95,520.5148596763611,95,74
797,our,120,2,32,95,530.8972477912903,95,75
798,basic,120,2,33,75,529.9476475715637,75,85
799,our,120,2,33,75,537.5443177223206,75,85
800,basic,120,2,34,74,535.8923721313477,74,86
801,our,120,2,34,74,541.0785582065582,74,86
802,basic,120,2,35,90,526.9220714569092,90,81
803,our,120,2,35,90,522.1222410202026,90,81
804,basic,120,2,36,81,514.2551326751709,81,93
805,our,120,2,36,81,498.1124701499939,81,93
806,basic,120,2,37,90,488.2250235080719,90,91
807,our,120,2,37,90,483.69072580337524,90,91
808,basic,120,2,38,79,497.3519461154938,79,83
809,our,120,2,38,79,530.1447842121124,79,83
810,basic,120,2,39,77,525.0470652580261,77,99
811,our,120,2,39,77,531.020299911499,77,99
812,basic,120,2,40,92,518.592033624649,92,94
813,our,120,2,40,92,530.4214153289795,92,95
814,basic,120,2,41,80,526.3315372467041,80,106
815,our,120,2,41,80,540.1597826480865,80,107
816,basic,120,2,42,72,524.5190947055817,72,94
817,our,120,2,42,72,537.2184731960297,72,92
818,basic,120,2,43,97,524.9695084095001,97,99
819,our,120,2,43,97,530.1727821826935,97,98
820,basic,120,2,44,77,372.94079661369324,77,115
821,our,120,2,44,77,544.3157742023468,77,114
822,basic,120,2,45,88,531.3311398029327,88,98
823,our,120,2,45,88,538.4470634460449,88,94
824,basic,120,2,46,84,525.5830047130585,84,88
825,our,120,2,46,84,535.7105264663696,84,89
826,basic,120,2,47,78,531.7418832778931,78,95
827,our,120,2,47,78,535.8973395824432,78,96
828,basic,120,2,48,106,485.26638174057007,106,90
829,our,120,2,48,106,338.70005440711975,106,88
830,basic,120,2,49,92,296.31084632873535,92,95
831,our,120,2,49,92,362.73592805862427,92,95
832,basic,120,2,50,144,353.8616735935211,167,60
833,our,120,2,50,144,481.0098514556885,160,60
834,basic,120,2,51,135,471.0458867549896,150,65
835,our,120,2,51,135,539.6873843669891,145,65
836,basic,120,2,52,135,407.82229566574097,144,67
837,our,120,2,52,135,406.963671207428,143,67
838,basic,120,2,53,154,291.58293199539185,167,54
839,our,120,2,53,154,292.4965772628784,169,54
840,basic,120,2,54,125,305.64278268814087,140,67
841,our,120,2,54,125,492.0623037815094,135,67
842,basic,120,2,55,155,295.2102282047272,171,61
843,our,120,2,55,155,294.85395073890686,168,61
844,basic,120,2,56,168,495.15361762046814,184,60
845,our,120,2,56,168,526.6232976913452,182,60
846,basic,120,2,57,147,524.7868347167969,166,61
847,our,120,2,57,147,524.2284197807312,161,61
848,basic,120,2,58,161,528.8669724464417,176,64
849,our,120,2,58,161,536.8641152381897,175,64
850,basic,120,2,59,172,527.8574187755585,192,59
851,our,120,2,59,172,532.8030886650085,186,59
852,basic,120,2,60,102,306.79521203041077,110,93
853,our,120,2,60,102,327.607727766037,109,93
854,basic,120,2,61,114,301.2406015396118,123,77
855,our,120,2,61,114,497.7463369369507,123,77
856,basic,120,2,62,100,425.70563983917236,107,88
857,our,120,2,62,100,308.30875539779663,106,88
858,basic,120,2,63,112,324.13740062713623,119,79
859,our,120,2,63,112,296.1072783470154,120,79
860,basic,120,2,64,131,529.8759896755219,141,75
861,our,120,2,64,131,540.7465283870697,143,75
862,basic,120,2,65,124,526.5122039318085,136,75
863,our,120,2,65,124,532.8394393920898,133,75
864,basic,120,2,66,118,532.9833147525787,130,82
865,our,120,2,66,118,539.5457739830017,126,82
866,basic,120,2,67,97,526.3672642707825,105,79
867,our,120,2,67,97,530.2703211307526,105,79
868,basic,120,2,68,89,494.38093090057373,95,92
869,our,120,2,68,89,442.7068450450897,95,92
870,basic,120,2,69,118,491.54991126060486,126,80
871,our,120,2,69,118,400.1084358692169,126,80
872,basic,120,2,70,95,430.7161371707916,97,122
873,our,120,2,70,95,345.16451692581177,96,122
874,basic,120,2,71,103,300.7646653652191,110,104
875,our,120,2,71,103,299.3551082611084,109,104
876,basic,120,2,72,96,525.2307121753693,101,95
877,our,120,2,72,96,527.3923969268799,101,95
878,basic,120,2,73,94,522.7936782836914,102,97
879,our,120,2,73,94,297.61019563674927,102,97
880,basic,120,2,74,104,387.13116478919983,109,92
881,our,120,2,74,104,533.4354946613312,110,92
882,basic,120,2,75,85,496.8502743244171,91,104
883,our,120,2,75,85,395.33494329452515,89,104
884,basic,120,2,76,87,538.5384917259216,93,113
885,our,120,2,76,87,550.281195640564,92,113
886,basic,120,2,77,87,533.6680335998535,91,114
887,our,120,2,77,87,539.3335173130035,90,114
888,basic,120,2,78,94,532.1623158454895,100,106
889,our,120,2,78,94,534.7398419380188,101,106
890,basic,120,2,79,93,536.8012444972992,98,116
891,our,120,2,79,93,541.809556722641,98,116
892,basic,120,2,80,88,418.67538714408875,88,122
893,our,120,2,80,88,452.8007493019104,88,122
894,basic,120,2,81,94,516.4775142669678,94,131
895,our,120,2,81,94,475.7027792930603,94,131
896,basic,120,2,82,87,476.96570348739624,87,115
897,our,120,2,82,87,543.2956235408783,87,115
898,basic,120,2,83,87,429.41004943847656,92,116
899,our,120,2,83,87,497.0277087688446,90,116
900,basic,120,2,84,114,338.2591943740845,114,126
901,our,120,2,84,114,519.3218176364899,114,126
902,basic,120,2,85,98,533.0006446838379,100,123
903,our,120,2,85,98,430.3449819087982,99,124
904,basic,120,2,86,80,321.9008505344391,80,150
905,our,120,2,86,80,307.4376292228699,80,150
906,basic,120,2,87,80,300.7895600795746,81,146
907,our,120,2,87,80,302.1946816444397,80,146
908,basic,120,2,88,87,367.9569308757782,88,110
909,our,120,2,88,87,471.62008261680603,87,110
910,basic,120,2,89,84,536.9885210990906,84,129
911,our,120,2,89,84,540.0555410385132,84,129
912,basic,120,2,90,111,520.7662036418915,111,132
913,our,120,2,90,111,525.1973903179169,111,132
914,basic,120,2,91,91,529.1108994483948,91,166
915,our,120,2,91,91,533.7415845394135,91,166
916,basic,120,2,92,99,520.5736074447632,99,132
917,our,120,2,92,99,524.9748501777649,99,132
918,basic,120,2,93,95,298.72590231895447,95,125
919,our,120,2,93,95,486.21705651283264,95,124
920,basic,120,2,94,97,394.69600439071655,97,130
921,our,120,2,94,97,418.8709616661072,97,131
922,basic,120,2,95,92,514.1758964061737,92,156
923,our,120,2,95,92,528.3950786590576,92,155
924,basic,120,2,96,79,499.18206238746643,81,139
925,our,120,2,96,79,505.17540073394775,79,139
926,basic,120,2,97,114,319.24854254722595,114,109
927,our,120,2,97,114,341.45519948005676,114,109
928,basic,120,2,98,77,525.381147146225,77,174
929,our,120,2,98,77,530.7294580936432,77,173
930,basic,120,2,99,66,534.9318599700928,66,192
931,our,120,2,99,66,459.55979013442993,66,193
932,basic,120,2,100,173,456.689804315567,192,73
933,our,120,2,100,173,548.7997622489929,189,73
934,basic,120,2,101,158,532.6522455215454,176,71
935,our,120,2,101,158,348.67801880836487,174,71
936,basic,120,2,102,203,357.7133996486664,225,66
937,our,120,2,102,203,521.2579483985901,222,66
938,basic,120,2,103,196,482.5202054977417,221,68
939,our,120,2,103,196,451.3813033103943,217,68
940,basic,120,2,104,211,374.63931369781494,232,68
941,our,120,2,104,211,537.1238081455231,232,68
942,basic,120,2,105,212,430.2960615158081,234,67
943,our,120,2,105,212,531.2026317119598,230,67
944,basic,120,2,106,163,455.28139901161194,177,71
945,our,120,2,106,163,383.1239507198334,178,71
946,basic,120,2,107,162,394.3625752925873,179,77
947,our,120,2,107,162,417.40445828437805,175,77
948,basic,120,2,108,173,343.549649477005,190,77
949,our,120,2,108,173,436.2850134372711,185,77
950,basic,120,2,109,181,426.90688967704773,204,73
951,our,120,2,109,181,447.94084644317627,199,73
952,basic,120,2,110,138,503.2747848033905,154,88
953,our,120,2,110,138,403.8224022388458,151,88
954,basic,120,2,111,117,533.6655292510986,126,110
955,our,120,2,111,117,546.472978591919,126,110
956,basic,120,2,112,136,416.57753014564514,148,98
957,our,120,2,112,136,298.4071865081787,145,98
958,basic,120,2,113,125,304.2105839252472,135,96
959,our,120,2,113,125,536.431314945221,134,96
960,basic,120,2,114,162,535.1769251823425,176,87
961,our,120,2,114,162,546.2495241165161,178,87
962,basic,120,2,115,121,539.4627532958984,132,107
963,our,120,2,115,121,394.33630108833313,132,107
964,basic,120,2,116,120,542.6642866134644,130,110
965,our,120,2,116,120,317.5059988498688,128,110
966,basic,120,2,117,119,306.62081003189087,130,113
967,our,120,2,117,119,307.6333191394806,127,113
968,basic,120,2,118,105,308.35770297050476,115,108
969,our,120,2,118,105,447.0419487953186,113,108
970,basic,120,2,119,143,336.3274235725403,150,103
971,our,120,2,119,143,303.10537600517273,151,103
972,basic,120,2,120,127,414.9636244773865,135,117
973,our,120,2,120,127,511.29579043388367,133,117
974,basic,120,2,121,89,537.6050498485565,93,155
975,our,120,2,121,89,523.8638002872467,92,155
976,basic,120,2,122,118,432.28231501579285,127,114
977,our,120,2,122,118,304.18103885650635,125,114
978,basic,120,2,123,112,362.06462597846985,118,124
979,our,120,2,123,112,451.0553562641144,119,125
980,basic,120,2,124,91,465.4461507797241,98,148
981,our,120,2,124,91,469.88722133636475,96,148
982,basic,120,2,125,99,338.9945695400238,108,125
983,our,120,2,125,99,404.9097228050232,104,125
984,basic,120,2,126,109,533.5349924564362,116,129
985,our,120,2,126,109,544.0689625740051,115,129
986,basic,120,2,127,94,364.68323945999146,100,138
987,our,120,2,127,94,304.6531436443329,101,138
988,basic,120,2,128,85,511.3449139595032,89,146
989,our,120,2,128,85,537.2291843891144,89,146
990,basic,120,2,129,92,511.7651672363281,99,145
991,our,120,2,129,92,299.55761766433716,97,145
992,basic,120,2,130,85,328.58254528045654,90,184
993,our,120,2,130,85,490.3110828399658,89,184
994,basic,120,2,131,93,466.519371509552,98,170
995,our,120,2,131,93,497.17003417015076,98,170
996,basic,120,2,132,88,437.0617136955261,90,165
997,our,120,2,132,88,527.556399345398,89,165
998,basic,120,2,133,88,536.385288476944,95,151
999,our,120,2,133,88,547.6548411846161,92,151
1000,basic,120,2,134,97,486.45445251464844,103,126
1001,our,120,2,134,97,532.8401138782501,104,126
1002,basic,120,2,135,91,539.0837092399597,92,166
1003,our,120,2,135,91,400.18334460258484,91,166
1004,basic,120,2,136,91,357.4109010696411,95,171
1005,our,120,2,136,91,307.3956892490387,94,172
1006,basic,120,2,137,112,412.13493943214417,116,136
1007,our,120,2,137,112,539.5604543685913,116,136
1008,basic,120,2,138,101,525.4252943992615,101,146
1009,our,120,2,138,101,454.4295537471771,101,145
1010,basic,120,2,139,81,405.9700593948364,85,167
1011,our,120,2,139,81,539.5058715343475,85,167
1012,basic,120,2,140,81,302.43676710128784,81,217
1013,our,120,2,140,81,305.58207416534424,81,217
1014,basic,120,2,141,75,311.24352502822876,76,228
1015,our,120,2,141,75,308.02028131484985,75,230
1016,basic,120,2,142,87,310.3591260910034,87,170
1017,our,120,2,142,87,307.0557870864868,87,170
1018,basic,120,2,143,82,335.9851977825165,82,222
1019,our,120,2,143,82,350.1359806060791,82,223
1020,basic,120,2,144,87,297.4071536064148,87,225
1021,our,120,2,144,87,511.54697370529175,87,225
1022,basic,120,2,145,97,525.0831842422485,97,192
1023,our,120,2,145,97,533.2899315357208,97,192
1024,basic,120,2,146,75,533.6797459125519,75,215
1025,our,120,2,146,75,530.8578190803528,75,213
1026,basic,120,2,147,126,511.1484887599945,126,208
1027,our,120,2,147,126,518.6802649497986,126,208
1028,basic,120,2,148,109,403.67866468429565,109,199
1029,our,120,2,148,109,337.30921602249146,109,198
1030,basic,120,2,149,91,319.3440811634064,91,199
1031,our,120,2,149,91,525.0313041210175,91,201
1032,basic,120,2,150,196,476.91179490089417,214,81
1033,our,120,2,150,196,338.9442992210388,212,81
1034,basic,120,2,151,232,297.99785828590393,251,79
1035,our,120,2,151,232,379.8819742202759,253,79
1036,basic,120,2,152,234,449.65418672561646,260,80
1037,our,120,2,152,234,542.0249302387238,256,80
1038,basic,120,2,153,200,533.3994193077087,220,83
1039,our,120,2,153,200,433.6475450992584,218,83
1040,basic,120,2,154,200,472.14968061447144,219,83
1041,our,120,2,154,200,529.7638342380524,213,83
1042,basic,120,2,155,206,532.2426574230194,224,87
1043,our,120,2,155,206,540.8025810718536,224,87
1044,basic,120,2,156,186,462.5645294189453,201,88
1045,our,120,2,156,186,551.3321352005005,201,88
1046,basic,120,2,157,195,540.1835594177246,217,81
1047,our,120,2,157,195,498.25522565841675,214,81
1048,basic,120,2,158,205,502.1686887741089,226,82
1049,our,120,2,158,205,500.013977766037,225,82
1050,basic,120,2,159,213,441.6339933872223,231,81
1051,our,120,2,159,213,409.5682415962219,229,81
1052,basic,120,2,160,140,337.45788168907166,151,127
1053,our,120,2,160,140,305.95641922950745,151,128
1054,basic,120,2,161,123,305.753723859787,132,138
1055,our,120,2,161,123,523.7866291999817,131,138
1056,basic,120,2,162,108,384.6534802913666,115,142
1057,our,120,2,162,108,461.6814444065094,117,142
1058,basic,120,2,163,120,303.253369808197,128,141
1059,our,120,2,163,120,444.1499011516571,127,141
1060,basic,120,2,164,129,518.9828751087189,140,122
1061,our,120,2,164,129,550.4985272884369,140,122
1062,basic,120,2,165,136,524.5782587528229,144,122
1063,our,120,2,165,136,471.2202904224396,144,122
1064,basic,120,2,166,146,362.1301968097687,157,122
1065,our,120,2,166,146,376.9143822193146,155,122
1066,basic,120,2,167,127,385.24351167678833,135,125
1067,our,120,2,167,127,413.14496517181396,135,125
1068,basic,120,2,168,134,512.7374532222748,144,116
1069,our,120,2,168,134,536.8599953651428,145,116
1070,basic,120,2,169,134,531.4531614780426,145,134
1071,our,120,2,169,134,433.4984016418457,143,134
1072,basic,120,2,170,138,470.6240589618683,143,146
1073,our,120,2,170,138,516.179169178009,145,146
1074,basic,120,2,171,116,426.1566216945648,124,151
1075,our,120,2,171,116,362.26427841186523,123,151
1076,basic,120,2,172,101,535.6193451881409,105,177
1077,our,120,2,172,101,386.58755683898926,104,177
1078,basic,120,2,173,101,296.4878120422363,106,165
1079,our,120,2,173,101,345.8224058151245,106,165
1080,basic,120,2,174,118,368.61160159111023,124,163
1081,our,120,2,174,118,322.71992111206055,123,163
1082,basic,120,2,175,134,507.36680364608765,142,123
1083,our,120,2,175,134,488.5928781032562,141,123
1084,basic,120,2,176,118,528.8361010551453,125,143
1085,our,120,2,176,118,543.641619682312,125,143
1086,basic,120,2,177,106,491.4142744541168,111,155
1087,our,120,2,177,106,396.48576641082764,112,155
1088,basic,120,2,178,91,370.52302145957947,95,190
1089,our,120,2,178,91,338.8763632774353,95,190
1090,basic,120,2,179,98,531.3013296127319,104,192
1091,our,120,2,179,98,509.9137556552887,101,191
1092,basic,120,2,180,88,299.6144757270813,88,231
1093,our,120,2,180,88,304.0776844024658,88,231
1094,basic,120,2,181,83,302.67739248275757,87,228
1095,our,120,2,181,83,305.97288489341736,85,228
1096,basic,120,2,182,85,375.7130227088928,89,205
1097,our,120,2,182,85,360.83415269851685,88,205
1098,basic,120,3,0,105,518.6667971611023,108,48
1099,our,120,3,0,105,527.3476316928864,111,48
1100,basic,120,3,1,109,518.5229387283325,117,51
1101,our,120,3,1,109,525.4879484176636,114,51
1102,basic,120,3,2,125,519.9325640201569,128,54
1103,our,120,3,2,125,522.2653303146362,128,54
1104,basic,120,3,3,97,526.1957058906555,102,50
1105,our,120,3,3,97,527.1296768188477,102,50
1106,basic,120,3,4,112,289.4452586174011,116,52
1107,our,120,3,4,112,366.70037269592285,114,52
1108,basic,120,3,5,84,292.6824440956116,86,52
1109,our,120,3,5,84,292.7480208873749,86,52
1110,basic,120,3,6,117,285.36729097366333,121,48
1111,our,120,3,6,117,287.4812116622925,120,48
1112,basic,120,3,7,109,286.4013168811798,112,50
1113,our,120,3,7,109,301.05879282951355,112,50
1114,basic,120,3,8,112,504.2550616264343,120,51
1115,our,120,3,8,112,384.23456048965454,118,51
1116,basic,120,3,9,108,478.2434461116791,113,52
1117,our,120,3,9,108,502.2312273979187,110,52
1118,basic,120,3,10,87,490.35784888267517,91,67
1119,our,120,3,10,87,530.0094499588013,88,67
1120,basic,120,3,11,75,504.88343834877014,78,65
1121,our,120,3,11,75,302.3044021129608,77,64
1122,basic,120,3,12,92,482.6378059387207,93,68
1123,our,120,3,12,92,531.597069978714,94,68
1124,basic,120,3,13,95,495.16064858436584,96,58
1125,our,120,3,13,95,522.994375705719,97,58
1126,basic,120,3,14,103,524.9497592449188,105,59
1127,our,120,3,14,103,425.36713433265686,106,59
1128,basic,120,3,15,92,485.82465529441833,92,66
1129,our,120,3,15,92,315.3205177783966,92,66
