,type,wg_size,attempt,wg_idx,true_val,exec_time,makespan,peak_resource_usage
103,our,60,0,51,67,190.82464361190796,67,87
104,basic,60,0,52,72,254.7424623966217,72,81
105,our,60,0,52,72,256.239449262619,72,82
106,basic,60,0,53,67,257.90221977233887,67,106
107,our,60,0,53,67,256.9990954399109,67,104
108,basic,60,0,54,78,253.52766132354736,78,111
109,our,60,0,54,78,255.8657169342041,78,110
110,basic,60,0,55,55,259.9663553237915,57,99
111,our,60,0,55,55,253.03707814216614,57,98
112,basic,60,0,56,61,259.3222379684448,62,102
113,our,60,0,56,61,259.0804934501648,61,103
114,basic,60,0,57,72,257.97903847694397,72,93
115,our,60,0,57,72,259.37937927246094,72,93
116,basic,60,0,58,64,256.41746973991394,64,108
117,our,60,0,58,64,259.8872745037079,64,107
118,basic,60,0,59,74,251.68971610069275,74,98
119,our,60,0,59,74,230.36197447776794,74,98
120,basic,60,0,60,77,250.4559187889099,77,133
121,our,60,0,60,77,252.29808139801025,77,135
122,basic,60,0,61,85,251.91283559799194,85,99
123,our,60,0,61,85,252.3588228225708,85,98
124,basic,60,0,62,62,254.65049743652344,62,132
125,our,60,0,62,62,254.58892917633057,62,135
126,basic,60,0,63,63,256.2695984840393,63,134
127,our,60,0,63,63,257.28404474258423,63,134
128,basic,60,0,64,71,147.65608835220337,71,103
129,our,60,0,64,71,139.87289881706238,71,99
130,basic,60,0,65,65,143.84112691879272,65,109
131,our,60,0,65,65,186.59239673614502,65,109
132,basic,60,0,66,89,250.529527425766,89,137
133,our,60,0,66,89,184.61409616470337,89,135
134,basic,60,0,67,66,250.4742238521576,66,133
135,our,60,0,67,66,250.9848508834839,66,136
136,basic,60,0,68,44,258.7491488456726,44,138
137,our,60,0,68,44,236.17490696907043,44,137
138,basic,60,0,69,82,181.58982920646667,82,123
139,our,60,0,69,82,251.5415337085724,82,122
140,basic,60,0,70,64,229.46711611747742,64,174
141,our,60,0,70,64,248.88645577430725,64,174
142,basic,60,0,71,61,197.24572777748108,61,182
143,our,60,0,71,61,230.3122365474701,61,182
144,basic,60,0,72,79,139.03233170509338,79,132
145,our,60,0,72,79,137.46471905708313,79,132
146,basic,60,0,73,64,140.0876750946045,64,176
147,our,60,0,73,64,141.91349935531616,64,176
148,basic,60,0,74,83,139.06865668296814,83,147
149,our,60,0,74,83,137.92946600914001,83,147
150,basic,60,0,75,56,140.91101026535034,56,175
151,our,60,0,75,56,141.58341360092163,56,175
152,basic,60,0,76,62,250.90512943267822,62,161
153,our,60,0,76,62,254.13605213165283,62,161
154,basic,60,0,77,66,247.69878458976746,66,154
155,our,60,0,77,66,251.4278633594513,66,154
156,basic,60,0,78,58,248.31608748435974,58,164
157,our,60,0,78,58,255.07675576210022,58,164
158,basic,60,0,79,97,243.24959635734558,97,158
159,our,60,0,79,97,245.01825308799744,97,158
160,basic,60,0,80,87,250.25618720054626,93,84
161,our,60,0,80,87,245.07815408706665,91,84
162,basic,60,0,81,82,253.63197445869446,86,73
163,our,60,0,81,82,251.63715815544128,86,73
164,basic,60,0,82,100,218.63598489761353,105,61
165,our,60,0,82,100,143.4753692150116,104,61
166,basic,60,0,83,87,252.49242877960205,93,74
167,our,60,0,83,87,253.92984986305237,93,74
168,basic,60,0,84,85,257.10321402549744,89,75
169,our,60,0,84,85,257.6949179172516,91,75
170,basic,60,0,85,111,254.9395716190338,114,76
171,our,60,0,85,111,254.70405650138855,116,76
172,basic,60,0,86,109,256.368088722229,117,76
173,our,60,0,86,109,258.30111932754517,115,76
174,basic,60,0,87,96,254.3884608745575,101,74
175,our,60,0,87,96,254.00522184371948,101,74
176,basic,60,0,88,99,242.84917545318604,105,78
177,our,60,0,88,99,207.03384447097778,104,78
178,basic,60,0,89,93,144.64197850227356,98,74
179,our,60,0,89,93,143.82283997535706,98,74
180,basic,60,0,90,85,246.0602285861969,85,104
181,our,60,0,90,85,225.51418590545654,85,105
182,basic,60,0,91,62,186.57496333122253,63,151
183,our,60,0,91,62,149.31052350997925,62,151
184,basic,60,0,92,72,143.38824033737183,72,123
185,our,60,0,92,72,143.73576879501343,72,123
186,basic,60,0,93,80,146.06346440315247,80,98
187,our,60,0,93,80,225.50136971473694,80,100
188,basic,60,0,94,79,238.8405797481537,79,121
189,our,60,0,94,79,204.5986406803131,79,120
190,basic,60,0,95,67,254.02012300491333,67,134
191,our,60,0,95,67,189.61827325820923,67,135
192,basic,60,0,96,69,258.67420959472656,69,135
193,our,60,0,96,69,260.0372221469879,69,135
194,basic,60,0,97,65,191.6324760913849,65,114
195,our,60,0,97,65,253.64333844184875,65,113
196,basic,60,0,98,73,191.9669005870819,76,127
197,our,60,0,98,73,255.56271767616272,73,125
198,basic,60,0,99,73,234.3516924381256,73,136
199,our,60,0,99,73,196.60807609558105,73,136
200,basic,60,0,100,71,260.4373173713684,71,156
201,our,60,0,100,71,262.0571300983429,71,155
202,basic,60,0,101,61,260.8757939338684,61,163
203,our,60,0,101,61,260.0889985561371,61,164
204,basic,60,0,102,76,167.59646129608154,76,157
205,our,60,0,102,76,248.38711881637573,76,159
206,basic,60,0,103,69,244.9886736869812,69,150
207,our,60,0,103,69,141.98925185203552,69,149
208,basic,60,0,104,65,144.52981615066528,65,161
209,our,60,0,104,65,144.52055287361145,65,163
210,basic,60,0,105,70,148.2944357395172,70,154
211,our,60,0,105,70,141.7567777633667,70,158
212,basic,60,0,106,70,224.18524479866028,70,146
213,our,60,0,106,70,175.61270117759705,70,148
214,basic,60,0,107,69,252.71650409698486,69,169
215,our,60,0,107,69,202.3266065120697,69,165
216,basic,60,0,108,62,243.66294527053833,62,191
217,our,60,0,108,62,213.2961699962616,62,181
218,basic,60,0,109,58,257.45641446113586,58,178
219,our,60,0,109,58,257.81820726394653,58,178
220,basic,60,0,110,59,251.78423237800598,59,324
221,our,60,0,110,59,160.34519600868225,59,324
222,basic,60,0,111,58,253.20069313049316,58,224
223,our,60,0,111,58,255.49245595932007,58,224
224,basic,60,0,112,75,249.069721698761,75,183
225,our,60,0,112,75,231.64816999435425,75,183
226,basic,60,0,113,69,226.52416968345642,69,256
227,our,60,0,113,69,142.24059391021729,69,256
228,basic,60,0,114,63,175.33954787254333,63,219
229,our,60,0,114,63,181.95656752586365,63,219
230,basic,60,0,115,54,245.05452394485474,54,260
231,our,60,0,115,54,179.88939428329468,54,260
232,basic,60,0,116,71,251.01851224899292,71,235
233,our,60,0,116,71,253.4261908531189,71,235
234,basic,60,0,117,60,251.9225242137909,60,222
235,our,60,0,117,60,252.79206204414368,60,222
236,basic,60,0,118,59,252.57075810432434,59,228
237,our,60,0,118,59,255.71337127685547,59,228
238,basic,60,0,119,79,241.5274384021759,79,209
239,our,60,0,119,79,244.54894256591797,79,209
240,basic,60,0,120,112,145.01430892944336,118,80
241,our,60,0,120,112,228.62663435935974,120,80
242,basic,60,0,121,106,236.12993788719177,112,85
243,our,60,0,121,106,142.21567130088806,111,85
244,basic,60,0,122,88,144.76369547843933,91,98
245,our,60,0,122,88,142.99718403816223,91,98
246,basic,60,0,123,103,192.3729453086853,107,95
247,our,60,0,123,103,256.48486733436584,106,95
248,basic,60,0,124,97,155.2523729801178,103,88
249,our,60,0,124,97,147.23706698417664,103,88
250,basic,60,0,125,94,146.954261302948,96,89
251,our,60,0,125,94,156.42029285430908,98,89
252,basic,60,0,126,87,204.23123264312744,91,94
253,our,60,0,126,87,258.2535500526428,93,94
254,basic,60,0,127,120,224.7849576473236,128,72
255,our,60,0,127,120,196.50208044052124,125,72
256,basic,60,0,128,102,141.74562239646912,106,93
257,our,60,0,128,102,141.99437713623047,106,93
258,basic,60,0,129,117,140.22451162338257,123,81
259,our,60,0,129,117,138.0880627632141,121,81
260,basic,60,0,130,61,145.990079164505,62,166
261,our,60,0,130,61,143.8766574859619,62,166
262,basic,60,0,131,65,143.17186331748962,65,160
263,our,60,0,131,65,143.74830865859985,65,159
264,basic,60,0,132,61,144.8825545310974,63,152
265,our,60,0,132,61,146.31592631340027,62,153
266,basic,60,0,133,65,145.5345721244812,66,138
267,our,60,0,133,65,145.57066941261292,66,138
268,basic,60,0,134,59,148.15165781974792,59,164
269,our,60,0,134,59,148.5851228237152,59,164
270,basic,60,0,135,65,144.3419919013977,65,151
271,our,60,0,135,65,161.75807189941406,65,150
272,basic,60,0,136,69,145.74690771102905,69,136
273,our,60,0,136,69,145.0174949169159,69,136
274,basic,60,0,137,88,225.0634913444519,88,123
275,our,60,0,137,88,244.1948938369751,88,122
276,basic,60,0,138,61,261.5227560997009,61,150
277,our,60,0,138,61,260.43095564842224,61,150
278,basic,60,0,139,72,252.05386877059937,74,140
279,our,60,0,139,72,251.44654297828674,74,140
280,basic,60,0,140,84,225.55535435676575,84,178
281,our,60,0,140,84,250.52049016952515,84,178
282,basic,60,0,141,89,213.99210834503174,89,148
283,our,60,0,141,89,251.35616755485535,89,149
284,basic,60,0,142,72,251.10632634162903,72,210
285,our,60,0,142,72,233.86993026733398,72,212
286,basic,60,0,143,75,141.87581944465637,75,185
287,our,60,0,143,75,142.41030168533325,75,189
288,basic,60,0,144,70,216.48048639297485,70,173
289,our,60,0,144,70,171.17368030548096,70,172
290,basic,60,0,145,76,140.80501747131348,76,169
291,our,60,0,145,76,139.06731986999512,76,170
292,basic,60,0,146,64,143.44600677490234,64,213
293,our,60,0,146,64,230.73798322677612,64,211
294,basic,60,0,147,79,250.0039188861847,79,177
295,our,60,0,147,79,251.6483302116394,79,177
296,basic,60,0,148,72,255.09073090553284,72,271
297,our,60,0,148,72,257.42803049087524,72,271
298,basic,60,0,149,61,253.7769820690155,61,192
299,our,60,0,149,61,256.8899757862091,61,195
300,basic,60,0,150,64,248.9620554447174,64,267
301,our,60,0,150,64,250.46448397636414,64,267
302,basic,60,0,151,64,250.86000156402588,64,307
303,our,60,0,151,64,254.05469584465027,64,307
304,basic,60,0,152,53,244.89394879341125,53,293
305,our,60,0,152,53,214.00536704063416,53,293
306,basic,60,0,153,60,248.34147214889526,60,250
307,our,60,0,153,60,254.02757906913757,60,250
308,basic,60,0,154,66,247.97593879699707,66,294
309,our,60,0,154,66,251.8073127269745,66,294
310,basic,60,0,155,66,247.36599612236023,66,260
311,our,60,0,155,66,258.34924387931824,66,260
312,basic,60,0,156,82,245.27100443840027,82,184
313,our,60,0,156,82,160.11777329444885,82,184
314,basic,60,0,157,68,192.9213798046112,68,260
315,our,60,0,157,68,249.57233881950378,68,260
316,basic,60,0,158,54,187.2715072631836,54,288
317,our,60,0,158,54,140.65111136436462,54,288
318,basic,60,0,159,68,139.3199713230133,68,244
319,our,60,0,159,68,140.5033278465271,68,244
320,basic,60,0,160,86,140.26108837127686,86,49
321,our,60,0,160,86,139.26096963882446,86,49
322,basic,60,0,161,69,140.9496030807495,69,47
323,our,60,0,161,69,144.03036046028137,69,47
324,basic,60,0,162,89,139.5833957195282,89,45
325,our,60,0,162,89,138.5760600566864,91,45
326,basic,60,0,163,71,137.2734341621399,71,44
327,our,60,0,163,71,135.41448521614075,71,45
328,basic,60,0,164,59,186.1500678062439,60,53
329,our,60,0,164,59,253.80272960662842,59,53
330,basic,60,0,165,69,252.6973159313202,69,53
331,our,60,0,165,69,252.41647720336914,69,52
332,basic,60,0,166,83,262.5353765487671,83,45
333,our,60,0,166,83,261.34700107574463,83,45
334,basic,60,0,167,85,243.87473559379578,85,50
335,our,60,0,167,85,142.60839009284973,85,47
336,basic,60,0,168,76,186.7165584564209,76,52
337,our,60,0,168,76,253.77521562576294,76,52
338,basic,60,0,169,72,256.6948952674866,72,48
339,our,60,0,169,72,252.00748133659363,72,48
340,basic,60,0,170,81,250.7659981250763,81,62
341,our,60,0,170,81,252.35496520996094,81,65
342,basic,60,0,171,69,190.31244492530823,69,68
343,our,60,0,171,69,226.73631954193115,69,67
344,basic,60,0,172,77,195.2265956401825,77,56
345,our,60,0,172,77,244.51877307891846,77,55
346,basic,60,0,173,71,257.1387071609497,71,65
347,our,60,0,173,71,257.889271736145,71,64
348,basic,60,0,174,80,254.79503726959229,80,63
349,our,60,0,174,80,253.39984154701233,80,63
350,basic,60,0,175,61,176.22722053527832,61,76
351,our,60,0,175,61,149.26076650619507,61,76
352,basic,60,0,176,93,141.23474597930908,93,69
353,our,60,0,176,93,223.14843726158142,93,68
354,basic,60,0,177,78,251.36472463607788,78,65
355,our,60,0,177,78,251.08460211753845,78,66
356,basic,60,0,178,69,187.18602561950684,69,60
357,our,60,0,178,69,141.2072103023529,69,60
358,basic,60,0,179,97,242.2121078968048,97,59
359,our,60,0,179,97,253.32529211044312,97,56
360,basic,60,0,180,62,142.6831247806549,62,76
361,our,60,0,180,62,143.21404838562012,62,74
362,basic,60,0,181,83,156.50478267669678,83,62
363,our,60,0,181,83,140.4294068813324,83,64
364,basic,60,0,182,83,162.69464445114136,83,69
365,our,60,0,182,83,249.88885688781738,83,69
366,basic,60,0,183,67,252.17763924598694,67,70
367,our,60,0,183,67,252.01609754562378,67,72
368,basic,60,0,184,73,143.62513780593872,73,73
369,our,60,0,184,73,159.1484820842743,73,73
370,basic,60,0,185,69,152.59993743896484,69,76
371,our,60,0,185,69,142.51585817337036,69,77
372,basic,60,0,186,60,142.22887873649597,60,81
373,our,60,0,186,60,142.26691317558289,60,82
374,basic,60,0,187,87,240.4641981124878,87,61
375,our,60,0,187,87,246.48721027374268,87,61
376,basic,60,0,188,69,253.2996163368225,69,75
377,our,60,0,188,69,253.5975272655487,69,75
378,basic,60,0,189,78,255.7031569480896,78,69
379,our,60,0,189,78,197.0968680381775,78,67
380,basic,60,0,190,60,142.58888125419617,60,108
381,our,60,0,190,60,142.25143790245056,60,108
382,basic,60,0,191,78,252.79453444480896,78,65
383,our,60,0,191,78,246.80903601646423,78,65
384,basic,60,0,192,69,141.2576084136963,69,96
385,our,60,0,192,69,168.2528636455536,69,96
386,basic,60,0,193,86,250.61925339698792,86,113
387,our,60,0,193,86,248.81224989891052,86,113
388,basic,60,0,194,71,245.96237087249756,71,95
389,our,60,0,194,71,256.21710109710693,71,95
390,basic,60,0,195,97,243.39672183990479,97,95
391,our,60,0,195,97,244.5962426662445,97,95
392,basic,60,0,196,74,228.00036883354187,74,101
393,our,60,0,196,74,257.16963815689087,74,101
394,basic,60,0,197,65,255.98830461502075,65,92
395,our,60,0,197,65,253.96127772331238,65,92
396,basic,60,0,198,74,246.04581952095032,74,79
397,our,60,0,198,74,216.8255386352539,74,79
398,basic,60,0,199,70,140.64654445648193,70,85
399,our,60,0,199,70,193.22458720207214,70,85
400,basic,60,0,200,103,239.34022092819214,108,53
401,our,60,0,200,103,245.97522044181824,108,52
402,basic,60,0,201,108,248.0751531124115,111,57
403,our,60,0,201,108,250.6596598625183,111,55
404,basic,60,0,202,87,252.6767294406891,88,60
405,our,60,0,202,87,250.62708234786987,88,60
406,basic,60,0,203,95,252.37238192558289,101,56
407,our,60,0,203,95,249.77750945091248,101,56
408,basic,60,0,204,89,206.91175532341003,90,70
409,our,60,0,204,89,140.74680948257446,92,70
410,basic,60,0,205,84,141.6294150352478,86,59
411,our,60,0,205,84,140.58509826660156,86,59
412,basic,60,0,206,103,210.4994707107544,104,59
413,our,60,0,206,103,250.11818170547485,104,59
414,basic,60,0,207,110,245.65516209602356,111,57
415,our,60,0,207,110,199.30150532722473,111,59
416,basic,60,0,208,89,256.495685338974,92,68
417,our,60,0,208,89,161.25315284729004,94,68
418,basic,60,0,209,80,144.2764332294464,85,60
419,our,60,0,209,80,141.52291774749756,83,60
420,basic,60,0,210,64,142.98697900772095,64,98
421,our,60,0,210,64,142.4938943386078,64,97
422,basic,60,0,211,83,197.831618309021,83,110
423,our,60,0,211,83,252.85293173789978,83,109
424,basic,60,0,212,70,255.9700791835785,70,85
425,our,60,0,212,70,254.45717191696167,70,84
426,basic,60,0,213,73,256.830500125885,74,94
427,our,60,0,213,73,258.12062525749207,74,95
428,basic,60,0,214,76,252.38939881324768,76,83
429,our,60,0,214,76,253.24743819236755,76,78
430,basic,60,0,215,79,250.2290165424347,79,99
431,our,60,0,215,79,254.84143352508545,79,98
432,basic,60,0,216,69,258.1360034942627,69,110
433,our,60,0,216,69,258.64558362960815,69,110
434,basic,60,0,217,59,261.12817335128784,59,102
435,our,60,0,217,59,260.9734163284302,59,101
436,basic,60,0,218,65,258.04150009155273,65,114
437,our,60,0,218,65,259.58231139183044,65,111
438,basic,60,0,219,70,254.79673647880554,70,88
439,our,60,0,219,70,257.89131689071655,70,88
440,basic,60,0,220,75,256.9187858104706,75,116
441,our,60,0,220,75,258.651983499527,75,118
442,basic,60,0,221,69,253.7820348739624,69,124
443,our,60,0,221,69,252.95194745063782,69,132
444,basic,60,0,222,78,251.16190123558044,78,104
445,our,60,0,222,78,252.4704625606537,78,104
446,basic,60,0,223,83,248.01687693595886,83,100
447,our,60,0,223,83,249.02030301094055,83,100
448,basic,60,0,224,72,255.71889853477478,72,129
449,our,60,0,224,72,150.45682501792908,72,129
450,basic,60,0,225,81,141.03417444229126,81,96
451,our,60,0,225,81,234.02927446365356,81,100
452,basic,60,0,226,60,253.50677275657654,60,108
453,our,60,0,226,60,251.85977125167847,60,106
454,basic,60,0,227,72,159.37546801567078,72,105
455,our,60,0,227,72,142.2044861316681,72,105
456,basic,60,0,228,64,255.0618212223053,64,108
457,our,60,0,228,64,254.47239565849304,64,109
458,basic,60,0,229,68,250.0886058807373,68,108
459,our,60,0,229,68,249.47223234176636,68,106
460,basic,60,0,230,65,247.1298246383667,65,106
461,our,60,0,230,65,247.12485909461975,65,106
462,basic,60,0,231,55,252.14105701446533,55,182
463,our,60,0,231,55,254.6882767677307,55,182
464,basic,60,0,232,67,250.91646313667297,67,143
465,our,60,0,232,67,250.07447123527527,67,143
466,basic,60,0,233,78,246.38329243659973,78,139
467,our,60,0,233,78,249.01613903045654,78,139
468,basic,60,0,234,76,244.3196678161621,76,129
469,our,60,0,234,76,247.89342999458313,76,129
470,basic,60,0,235,75,245.0339708328247,75,146
471,our,60,0,235,75,248.13849472999573,75,146
472,basic,60,0,236,68,141.04471349716187,68,159
473,our,60,0,236,68,142.5769965648651,68,159
474,basic,60,0,237,81,139.168696641922,81,123
475,our,60,0,237,81,139.47312355041504,81,123
476,basic,60,0,238,80,139.52358269691467,80,124
477,our,60,0,238,80,138.28830695152283,80,124
478,basic,60,0,239,66,140.47385835647583,66,131
479,our,60,0,239,66,139.86266493797302,66,131
480,basic,60,0,240,114,247.87984681129456,118,63
481,our,60,0,240,114,248.26270079612732,121,62
482,basic,60,0,241,98,256.7953119277954,103,78
483,our,60,0,241,98,252.5692970752716,104,77
484,basic,60,0,242,113,249.82271671295166,116,69
485,our,60,0,242,113,249.92877459526062,118,69
486,basic,60,0,243,108,246.3150670528412,113,68
487,our,60,0,243,108,247.58412194252014,111,68
488,basic,60,0,244,98,251.4488537311554,103,69
489,our,60,0,244,98,251.61430168151855,103,69
490,basic,60,0,245,112,254.19498300552368,117,71
491,our,60,0,245,112,250.68344402313232,118,71
492,basic,60,0,246,90,252.0086431503296,97,70
493,our,60,0,246,90,251.86281847953796,95,70
494,basic,60,0,247,99,253.60254788398743,108,73
495,our,60,0,247,99,255.30688214302063,107,73
496,basic,60,0,248,99,246.52901983261108,105,64
497,our,60,0,248,99,247.03618168830872,103,64
498,basic,60,0,249,108,251.48727869987488,110,74
499,our,60,0,249,108,249.8251509666443,112,74
500,basic,60,0,250,80,252.63362216949463,80,115
501,our,60,0,250,80,252.9810974597931,80,114
502,basic,60,0,251,66,253.51980781555176,67,101
503,our,60,0,251,66,256.2988760471344,67,102
504,basic,60,0,252,76,255.307293176651,78,112
505,our,60,0,252,76,257.54462575912476,76,111
506,basic,60,0,253,67,255.337256193161,68,110
507,our,60,0,253,67,253.38464260101318,68,109
508,basic,60,0,254,61,258.63849568367004,61,128
509,our,60,0,254,61,260.6820435523987,61,126
510,basic,60,0,255,74,256.3189260959625,76,116
511,our,60,0,255,74,262.5114526748657,76,116
512,basic,60,0,256,72,144.36758518218994,72,111
513,our,60,0,256,72,143.0806074142456,72,111
514,basic,60,0,257,89,141.81259322166443,89,111
515,our,60,0,257,89,140.2497251033783,89,111
516,basic,60,0,258,65,145.82320189476013,66,137
517,our,60,0,258,65,144.06517052650452,67,136
518,basic,60,0,259,85,139.76210975646973,85,116
519,our,60,0,259,85,172.840181350708,85,116
520,basic,60,0,260,96,246.0104730129242,96,111
521,our,60,0,260,96,142.07558298110962,96,115
522,basic,60,0,261,74,140.40193343162537,74,117
523,our,60,0,261,74,139.74777817726135,74,115
524,basic,60,0,262,76,142.14698195457458,76,118
525,our,60,0,262,76,140.8129575252533,76,119
526,basic,60,0,263,60,145.00292658805847,60,158
527,our,60,0,263,60,146.72022461891174,60,156
528,basic,60,0,264,78,134.65145349502563,78,135
529,our,60,0,264,78,135.18229722976685,78,131
530,basic,60,0,265,64,136.27451276779175,64,154
531,our,60,0,265,64,135.82895183563232,64,155
532,basic,60,0,266,83,131.73649835586548,83,145
533,our,60,0,266,83,132.19384598731995,83,144
534,basic,60,0,267,88,132.37188410758972,88,130
535,our,60,0,267,88,131.99088954925537,88,128
536,basic,60,0,268,76,141.859614610672,76,145
537,our,60,0,268,76,143.20058965682983,76,145
538,basic,60,0,269,57,198.77028489112854,57,171
539,our,60,0,269,57,257.52751564979553,57,158
540,basic,60,0,270,92,222.18348455429077,92,161
541,our,60,0,270,92,138.47657871246338,92,161
542,basic,60,0,271,64,202.0888695716858,64,182
543,our,60,0,271,64,252.0752112865448,64,182
544,basic,60,0,272,72,215.52842259407043,72,166
545,our,60,0,272,72,248.44425010681152,72,166
546,basic,60,0,273,84,246.81141471862793,84,166
547,our,60,0,273,84,158.34688472747803,84,166
548,basic,60,0,274,71,246.09040331840515,71,220
549,our,60,0,274,71,252.2362241744995,71,220
550,basic,60,0,275,89,148.1592242717743,89,163
551,our,60,0,275,89,156.81865978240967,89,163
552,basic,60,0,276,75,227.63253211975098,75,230
553,our,60,0,276,75,232.7454550266266,75,230
554,basic,60,0,277,62,248.02381587028503,62,160
555,our,60,0,277,62,254.61722135543823,62,160
556,basic,60,0,278,74,162.48567271232605,74,188
557,our,60,0,278,74,248.45487332344055,74,188
558,basic,60,0,279,74,198.58434557914734,74,235
559,our,60,0,279,74,142.88577389717102,74,235
560,basic,60,0,280,103,144.68346643447876,107,79
561,our,60,0,280,103,235.00493049621582,107,79
562,basic,60,0,281,133,147.39757323265076,138,68
563,our,60,0,281,133,139.06437134742737,138,68
564,basic,60,0,282,121,220.93608570098877,129,80
565,our,60,0,282,121,254.54313039779663,132,80
566,basic,60,0,283,134,255.81420707702637,142,72
567,our,60,0,283,134,255.58961009979248,141,73
